symbol,name,exchange,status,last_seen,listed_date,delisted_date,pending_since,sector,industry,market_cap,description,price,price_change_pct,last_trade_datetime,shares_outstanding,eps,pe_ratio,weeks52high,weeks52low,website,full_address,phone_number,email,employees,beta,price_to_book,return_on_equity,return_on_assets,currency,open_price,day_high,day_low,total_debt_to_equity,dividend_yield,dividend_amount,ex_dividend_date,dividend_frequency,sedar_party_number,sedar_party_name,tier,company_type,company_type_confidence,primary_commodity,primary_commodity_confidence,adjacent_category,reasoning,filing_type,filing_date,filing_doc_name,filing_url,filing_pdf_path,filing_text_chars,sw_symbol,sedar_only,mda_type,mda_date,mda_doc_name,mda_url,mda_pdf_path,mda_text_chars,mda_company_type,mda_primary_commodity,mda_reasoning,discrepancy,override_type,override_commodity,universe_added_date,universe_notes
ALS,Altius Minerals Corporation,TSX,LISTED,2026-04-02,,,,Materials,Mining,2922105361,"Altius's strategy is to create per share growth through a diversified portfolio of royalty assets that relate to long life, high margin operations. This strategy further provides shareholders with exposures that are well aligned with sustainability-related global growth trends including the electricity generation transition from fossil fuel to renewables, transportation electrification, reduced emissions from steelmaking and increasing agricultural yield requirements. These macro-trends each hol",52.43,2.60274,2026-04-02T23:46:27-04:00,55733461,2.13,8.06,52.59,22.27,http://www.altiusminerals.com,"38 Duffy Place,2nd Floor, St. John's, NL, CA",+1 709 576-3440,info@altiusminerals.com,19,0.498725,3.22,41.27,34.22,CAD,50.41,52.59,50.21,0.1,0.763,0.1,2026-03-19 00:00:00.0,Quarterly,000008222,Altius Minerals Corporation / Altius Minerals Corporation,1,Royalty & Streaming,95,Diversified,90,"royalty portfolio focused on various minerals including copper, nickel, cobalt, lithium, potash, and iron ore","Altius Minerals Corporation primarily operates as a royalty and streaming company, generating revenue from royalties on various mineral properties without directly operating mines. The filing text indicates a diversified portfolio of royalties across multiple commodities, confirming its classification as a Royalty & Streaming company.",AIF,2026-03-10,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/6144525.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALS_Altius_Minerals_Corporation\2026-03-10_ALS_AIF.pdf,15000,,,Interim MD&A,2025-11-11,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6053508.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALS_Altius_Minerals_Corporation\2025-11-11_ALS_Interim_MD&A.pdf,15000,Royalty & Streaming,Diversified,"Altius Minerals Corporation primarily operates as a royalty and streaming company, managing a diversified portfolio of mineral royalties and streams from various commodities including copper, nickel, cobalt, lithium, potash, and iron ore. The company does not operate mines directly but generates revenue through its royalty interests, which aligns with the characteristics of a Royalty & Streaming classification.",,,,,
AMC,Arizona Metals Corp.,TSX,LISTED,2026-04-02,,,,Materials,Mining,76529787,"Arizona Metals Corp. owns 100% of the Sugarloaf Peak Project and 100% of the Kay Project in Yavapai County, which is located on 1,669 acres of patented and BLM mining claims and 193 acres of private land that are not subject to any royalties. The Kay Project is a steeply dipping VMS deposit that has been defined from a depth of 60 m to at least 900 m. It is open for expansion on strike and at depth. The Kay Project contains a current mineral resource estimate (MRE) of 9.28 million tonnes grading",0.56,-1.754386,2026-04-02T23:46:28-04:00,136660333,,,1.52,0.48,https://www.arizonametalscorp.com,"66 Wellington Street West,Suite 4100, Toronto, ON, CA",+1 416 565-7689,preid@arizonametalscorp.com,2,1.000227,3.62,-104.31,-95.78,CAD,0.53,0.58,0.53,,,,,,000044022,Arizona Metals Corp. / Arizona Metals Corp.,1,Miner,95,Copper,90,,"Arizona Metals Corp. is engaged in the exploration and development of mineral deposits, specifically focusing on the Kay Mine Project and the Sugarloaf Peak Project, which are related to copper and gold. The filing text indicates their operations are centered around mining activities, confirming their classification as a Miner.",AIF,2025-03-27,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5874273.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMC_Arizona_Metals_Corp\2025-03-27_AMC_AIF.pdf,15000,,,Interim MD&A,2025-11-11,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6053629.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMC_Arizona_Metals_Corp\2025-11-11_AMC_Interim_MD&A.pdf,15000,Miner,Copper,"Arizona Metals Corp. is primarily engaged in the exploration and development of mineral resource properties, specifically focusing on the Kay Mine Project and the Sugarloaf Peak Project, which involve copper and gold. The company's activities include extensive drilling programs and resource estimation, which are characteristic of a mining company.",,,,,
APM,Andean Precious Metals Corp.,TSX,LISTED,2026-04-02,,,,Materials,Mining,1026091613,"Andean is a growing precious metals producer focused on expanding into top-tier jurisdictions in the Americas. The Company owns and operates the San Bartolome processing facility in Potosí, Bolivia and the Golden Queen mine in Kern County, California, and is well-funded to act on future growth opportunities. Andean's leadership team is committed to creating value; fostering safe, sustainable and responsible operations; and achieving our ambition to be a multi-asset, mid-tier precious metals prod",6.85,-5.517241,2026-04-02T23:46:28-04:00,149794396,0.39,10.45,12.55,1.22,https://www.andeanpm.com,"181 Bay Street,Suite 4400, Toronto, Ontario, CA",+1 647 480-1550,,0,1.977064,3.03,36.54,20.23,CAD,6.79,7.19,6.63,0.17,,,,,000047056,Andean Precious Metals Corp. / Andean Precious Metals Corp.,1,Miner,95,Silver,90,,"Andean Precious Metals Corp. is engaged in mining activities, specifically focusing on silver extraction as indicated by their projects and technical reports. The company operates mines and has detailed information about mineral reserves and resources, which aligns with the definition of a miner.",AIF,2025-03-18,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5861991.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\APM_Andean_Precious_Metals_Corp\2025-03-18_APM_AIF.pdf,15000,,,Interim MD&A,2025-11-11,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6053589.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\APM_Andean_Precious_Metals_Corp\2025-11-11_APM_Interim_MD&A.pdf,15000,Miner,Gold,"Andean Precious Metals Corp. is primarily engaged in the development and operation of mineral properties, specifically in gold and silver mining. The company produces gold and silver, as indicated by their production metrics and financial reporting, which aligns with the definition of a miner.",,,,,
ARA,Aclara Resources Inc.,TSX,LISTED,2026-04-02,,,,Materials,Mining,731570155,"Aclara Resources Inc. (TSX: ARA), a Toronto Stock Exchange listed company, is focused on building a vertically integrated supply chain for rare earths alloys used in permanent magnets. This strategy is supported by Aclara's development of rare earth mineral resources hosted in ionic clay deposits, which contain high concentrations of the scarce heavy rare earths, providing the Company with a long-term, reliable source of these critical materials. The Company's rare earth mineral resource develop",3.29,-3.235294,2026-04-02T23:46:28-04:00,222361749,,,4.65,0.49,https://www.aclara-re.com/,"Cerro el Plomo 5630,Office 901 9th Floor, RegiÃ³n Metropolitana de Santiago, Santiago, CL",+56 225651000,,71,0.714961,3.59,-5.99,-4.99,CAD,3.07,3.43,3.07,,,,,,000053428,Aclara Resources Inc. / Aclara Resources Inc.,1,Miner,95,Rare Earth Elements,90,,"Aclara Resources Inc. is engaged in the exploration and development of mineral resources, specifically focusing on rare earth elements, as indicated by their projects and filings. The company operates in the mining sector, which aligns with the definition of a Miner.",AIF,2025-03-20,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5864635.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARA_Aclara_Resources_Inc\2025-03-20_ARA_AIF.pdf,15000,,,Interim MD&A,2025-11-07,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6051290.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARA_Aclara_Resources_Inc\2025-11-07_ARA_Interim_MD&A.pdf,15000,Miner,Rare Earths,"Aclara Resources Inc. is primarily engaged in the exploration and development of rare earth mineral deposits, specifically focusing on heavy rare earth elements. The company operates projects in Brazil and Chile, and its business strategy revolves around mining and processing these critical minerals, which aligns it firmly within the mining industry.",,,,,
ARG,Amerigo Resources Ltd.,TSX,LISTED,2026-04-02,,,,Materials,Mining,846579527,"Amerigo Resources Ltd. is an innovative copper producer with a long-term relationship with Corporación Nacional del Cobre de Chile ('Codelco'), the world's largest copper producer. Amerigo produces copper concentrate, and molybdenum concentrate as a by-product at the MVC operation in Chile by processing fresh and historic tailings from Codelco's El Teniente mine, the world's largest underground copper mine.",5.26,1.4862,2026-04-02T23:46:27-04:00,160946678,0.17,17.58,6.59,1.57,https://www.amerigoresources.com,"1021 West Hastings Street,9th Floor, Vancouver, BC, CA",+1 604 697-6200,questions@amerigoresources.com,290,2.160931,5.45,32.23,16.75,CAD,5.05,5.31,4.98,,3.042,0.04,2026-03-06 00:00:00.0,Quarterly,000005967,Amerigo Resources Ltd / Amerigo Resources Ltd,1,Miner,95,Copper,90,,"Amerigo Resources Ltd. is primarily engaged in the mining industry, specifically focusing on the extraction and processing of copper from tailings. The filing text discusses various mining-related performance measures and operational details, confirming its classification as a miner.",AIF,2025-03-21,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5865436.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARG_Amerigo_Resources_Ltd\2025-03-21_ARG_AIF.pdf,15000,,,Interim MD&A,2025-10-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6042244.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARG_Amerigo_Resources_Ltd\2025-10-29_ARG_Interim_MD&A.pdf,15000,Miner,Copper,"Amerigo Resources Ltd. operates a mining operation that produces copper and molybdenum concentrates from tailings under a tolling agreement. The company's primary activity is mining, specifically focused on copper production, which aligns it with the Miner classification.",,,,,
ARIS,Aris Mining Corporation,TSX,LISTED,2026-04-02,,,,Materials,Mining,5524707768,"Founded in September 2022, Aris Mining was established with a vision to build a leading South America -focused gold mining company. The Company's strategy combines current production and cashflow generation with transformational growth driven by expansions of its operating assets, exploration, and development projects. Aris Mining intends to unlock value through scale, diversification and execution. The Company is listed on the TSX (ARIS) and the NYSE-American (ARMN) and is led by an experienced",26.88,-1.393984,2026-04-02T23:46:27-04:00,205532283,0.35,115.25,31.47,6.03,https://www.aris-mining.com/,"SUITE 2400 - 1021 WEST HASTINGS ST., VANCOUVER, BC, CA",+1 604 - 417-2574,info@aris-mining.com,0,1.932017,3.99,-5.61,-2.47,CAD,25.45,27.41,25.41,0.28,,,,,000003116,Aris Mining Corporation / Aris Mining Corporation,1,Miner,95,Gold,90,,"Aris Mining Corporation is engaged in the mining and exploration of gold, as indicated by its operations at the Marmato Mine and Segovia Operations. The company is classified as a Miner due to its direct involvement in extracting and processing mineral resources.",AIF,2026-03-11,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/6145451.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARIS_Aris_Mining_Corporation\2026-03-11_ARIS_AIF.pdf,15000,,,Interim MD&A,2025-10-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6043064.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARIS_Aris_Mining_Corporation\2025-10-29_ARIS_Interim_MD&A.pdf,15000,Miner,Gold,"Aris Mining Corporation is primarily engaged in the mining of gold, operating two underground gold mines in Colombia and focusing on gold production and exploration. The company's business overview and financial highlights clearly indicate its activities in the gold mining sector, making it a clear fit for the Miner classification.",,,,,
ASCU,Arizona Sonoran Copper Company Inc.,TSX,LISTED,2026-04-02,,,,Materials,Mining,1508585476,"ASCU is a copper exploration and development company with a 100% interest in the brownfield Cactus Project. The Project, on privately held land, contains a large-scale porphyry copper resource and a recent 2025 PFS proposes an open pit copper mine with robust economic returns. Cactus is a lower risk copper developer benefitting from a State-led permitting process, in place infrastructure, highways and rail lines at its doorstep and onsite permitted water access. The Company's objective is to dev",7.23,-0.413223,2026-04-02T23:46:28-04:00,208656359,,,9.16,1.75,https://www.arizonasonoran.com,"372 Bay Street,Suite 1800, Toronto, Ontario, CA",+1 520 858-0600,,28,0.983674,4.25,,,CAD,6.97,7.275,6.85,,,,,,000048095,Arizona Sonoran Copper Company Inc. / Arizona Sonoran Copper Company Inc.,1,Miner,95,Copper,90,,"Arizona Sonoran Copper Company Inc. is engaged in the exploration and development of copper mineral deposits, specifically through its Cactus Project. The filing text discusses various aspects of mining operations, including drilling programs, feasibility studies, and mineral resource estimates, which clearly categorize it as a mining company focused on copper.",AIF,2025-03-27,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5874198.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ASCU_Arizona_Sonoran_Copper_Company_Inc\2025-03-27_ASCU_AIF.pdf,15000,,,Interim MD&A,2025-11-06,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6050345.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ASCU_Arizona_Sonoran_Copper_Company_Inc\2025-11-06_ASCU_Interim_MD&A.pdf,15000,Miner,Copper,"Arizona Sonoran Copper Company Inc. is classified as a Miner because it is engaged in the exploration and development of copper deposits, specifically through its Cactus Project in Arizona. The filing text indicates that the company is advancing a multi-phase copper project and has ownership of mineral rights, which aligns with the definition of a mining company.",,,,,
ASM,Avino Silver & Gold Mines Ltd.,TSX,LISTED,2026-04-02,,,,Materials,Mining,1525570546,"Avino is a silver producer from its wholly owned Avino Mine near Durango, Mexico. The Company's silver, gold and copper production remains unhedged. The Company intends to maintain long-term sustainable and profitable mining operations to reward shareholders and the community alike through our growth at the historic Avino Property and the strategic acquisition of the adjacent La Preciosa which was finalized in Q1 2022. Early in 2024, the Pre-feasibility Study on the Oxide Tailings Project was co",9.05,-1.308615,2026-04-02T23:46:28-04:00,168571331,0.16,39.66,16.11,1.95,https://www.avino.com,"Suite 900,570 Granville Street, Vancouver, BC, CA",+1 604 - 682-3701,ir@avino.com,490,2.880755,4.84,14.83,12.46,CAD,8.49,9.17,8.45,0.03,,,,,000004926,AVINO SILVER AND GOLD MINES LTD. / AVINO SILVER AND GOLD MINES LTD.,1,Miner,95,Silver,90,,"Avino Silver & Gold Mines Ltd. is primarily engaged in the extraction and processing of silver, gold, and copper, which clearly classifies it as a miner. The company's filings indicate active mining operations and exploration activities, particularly at the Avino Mine in Mexico, focusing on silver production.",AIF,2025-03-11,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5856969.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ASM_Avino_Silver_Gold_Mines_Ltd\2025-03-11_ASM_AIF.pdf,15000,,,Interim MD&A,2025-11-06,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6049761.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ASM_Avino_Silver_Gold_Mines_Ltd\2025-11-06_ASM_Interim_MD&A.pdf,15000,Miner,Silver,"Avino Silver & Gold Mines Ltd. is primarily engaged in the production and sale of silver, gold, and copper, as well as the exploration and advancement of mineral properties. The company's activities, including mining operations and the processing of metals, clearly classify it as a Miner, with a primary focus on silver.",,,,,
AUMN,Golden Minerals Company,TSX,LISTED,2026-04-02,,,,,,4365384,Shapeways Holdings Inc is engaged in the digital manufacturing industry. It makes industrial-grade additive manufacturing accessible by fully digitizing the end-to-end manufacturing process.,0.29,3.571429,2026-04-02T23:46:28-04:00,15053048,,,0.85,0.175,http://www.goldenminerals.com,"1312 17th St.,Unit 2136, Denver, CO, US",+1 303 - 839-5060,investor.relations@goldenminerals.com,4,0.490407,-0.66,,-75.92,CAD,0.29,0.29,0.29,,,,,,000028681,Golden Minerals Company / Golden Minerals Company,3,Miner,90,Silver,80,,"Golden Minerals Company is classified as a Miner because it is engaged in exploration activities for mineral deposits, specifically in the context of mining operations. The company has not yet demonstrated the existence of mineral reserves, but it is actively involved in exploration, which aligns with the definition of a mining company.",Interim MD&A,2025-11-14,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6056842.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AUMN_Golden_Minerals_Company\2025-11-14_AUMN_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AVL,Avalon Advanced Materials Inc.,TSX,LISTED,2026-04-02,,,,Materials,Mining,62624535,"Avalon Advanced Materials Inc. is a Canadian critical minerals company advancing the supply of materials essential for Canada's future. The Company is focused on developing strategic assets that support secure, domestic supply chains and long-term economic growth. Avalon is advancing the Nechalacho Rare Earth Elements and Zirconium Project in the Northwest Territories, which contains all light and heavy rare earth elements, as well as yttrium, zirconium, tantalum, and niobium-critical minerals u",0.075,25,2026-04-02T23:46:28-04:00,834993796,,,0.15,0.02,https://www.avalonadvancedmaterials.com,"130 Adelaide Street West,Suite 2060, Toronto, ON, CA",+1 416 364-4938,ir@avalonAM.com,15,0.416102,0.36,-4.12,-3.8,CAD,0.06,0.075,0.06,0.06,,,,,000007482,Avalon Advanced Materials Inc. / Avalon Advanced Materials Inc.,1,Miner,95,Rare Earth Elements,90,,"Avalon Advanced Materials Inc. is involved in the exploration and development of mineral deposits, specifically focusing on rare earth elements, as indicated by their project descriptions and references to mineral resources in their filings. The company's activities align with the definition of a miner, as they are engaged in the mining industry and have a clear focus on mineral exploration and development.",AIF,2025-11-28,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/6074245.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AVL_Avalon_Advanced_Materials_Inc\2025-11-28_AVL_AIF.pdf,15000,,,Interim MD&A,2026-01-14,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6101860.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AVL_Avalon_Advanced_Materials_Inc\2026-01-14_AVL_Interim_MD&A.pdf,15000,Miner,Lithium,"Avalon Advanced Materials Inc. is primarily focused on the development of lithium and rare earth elements, which aligns with the definition of a miner as it explores and develops mineral deposits. The company's activities include advancing lithium processing facilities and rare earth projects, indicating a clear focus on mining operations.",,,,,
AYA,Aya Gold & Silver Inc.,TSX,LISTED,2026-04-02,,,,Materials,Mining,3172649578,"Aya Gold & Silver is a Canadian precious metals mining company anchored in Morocco and active across the full mining value chain. The Corporation has established an exploration track record through a systematic, technology-led, data-driven approach and is focused on expanding its resource base and land package along the Anti-Atlas fault - one of Africa's most geologically rich, underexplored and mining-friendly regions. Aya operates Zgounder, a rare, silver-only mine, producing silver doré from ",22.19,-2.246696,2026-04-02T23:46:29-04:00,142976547,,,30.15,8.52,https://www.ayagoldsilver.com,"1320 Blvd. Graham,Bureau 132, Mont- Royal, Québec, CA",+1 514 512-1320,nmokaddem@mayagoldsilver.com,405,1.713112,5.97,0.73,0.48,CAD,20.9,22.49,20.52,0.29,,,,,000026913,AYA GOLD & SILVER INC. / AYA OR & ARGENT INC.,1,Miner,95,Silver,90,,"Aya Gold & Silver Inc. is engaged in the exploration and development of mineral properties, specifically focusing on gold and silver mining projects in Morocco. The filing text includes references to mining properties, mineral resources, and exploration activities, which clearly categorize the company as a miner.",AIF,2025-03-31,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5881713.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AYA_Aya_Gold_Silver_Inc\2025-03-31_AYA_AIF.pdf,15000,,,Interim MD&A,2025-11-11,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6053085.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AYA_Aya_Gold_Silver_Inc\2025-11-11_AYA_Interim_MD&A.pdf,15000,Miner,Silver,"Aya Gold & Silver Inc. is primarily engaged in the mining and production of silver, as evidenced by their operations at the Zgounder Silver Mine and their focus on silver sales. The company is involved in all stages of the mining lifecycle, from exploration to production, which aligns with the definition of a miner.",,,,,
BGAU,Blossom Gold Inc.,TSX,LISTED,2026-04-02,,,,Materials,Mining,265870156,Blossom is a Canadian-based precious metals exploration company that recently acquired the Rosebud Project and will be focused on the exploration and development of such project.,2.02,-6.912442,2026-04-02T23:46:29-04:00,131618889,,,2.725,1.44,,"1601-110 Yonge Street, Toronto, ON, CA",+1 303 435-8049,,0,,,,,CAD,2.14,2.14,2.02,,,,,,000052072,Blossom Gold Inc. (formerly 1290448 B.C. Ltd.),1,Miner,95,Gold,90,,"Blossom Gold Inc. is engaged in the exploration and development of mineral properties, specifically focusing on the Rosebud Project, which involves gold. The filing text discusses exploration programs, mineral resource estimates, and development plans, indicating that the company is primarily involved in mining activities.",AIF,2026-01-29,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/6114136.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\BGAU_Blossom_Gold_Inc\2026-01-29_BGAU_AIF.pdf,15000,,,Interim MD&A,2026-01-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6114073.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\BGAU_Blossom_Gold_Inc\2026-01-29_BGAU_Interim_MD&A.pdf,15000,Miner,Gold,"Blossom Gold Inc. is primarily engaged in mineral exploration and development, specifically focusing on precious metals, particularly gold. The company is involved in the acquisition and development of mineral properties, as evidenced by its plans for the Rosebud property, which has historical gold production and ongoing exploration activities.",,,,,
